employee_number,age,department,job_role,job_level,business_travel,overtime,marital_status,gender,monthly_income,years_at_company,tenure_band,income_quartile,job_satisfaction_label,attrition_flag,replacement_cost,replacement_cost_pct_salary
1787,37,Sales,Sales Executive,2,Travel_Rarely,false,Married,Male,4189.0,5,4-6 yrs,Q2,2 Medium,0,29741.9,0.5916666666666667
1789,46,Engineering,Engineering Director,5,Travel_Rarely,true,Divorced,Male,19328.0,2,2-3 yrs,Q4 (highest),4 Very High,0,204876.8,0.8833333333333333
1790,36,Engineering,Solutions Consultant,3,Travel_Rarely,true,Married,Male,8321.0,12,10+ yrs,Q3,1 Low,0,67400.1,0.675
1792,44,Engineering,Software Engineer,1,Travel_Frequently,true,Divorced,Male,2342.0,5,4-6 yrs,Q1 (lowest),2 Medium,1,15457.2,0.55
1794,37,Human Resources,Human Resources,2,Travel_Rarely,false,Divorced,Male,4071.0,10,7-10 yrs,Q2,2 Medium,0,28904.1,0.5916666666666667
1797,35,Sales,Sales Executive,2,Travel_Rarely,true,Single,Male,5813.0,10,7-10 yrs,Q3,4 Very High,1,41272.3,0.5916666666666667
1798,33,Engineering,Software Engineer,1,Travel_Rarely,false,Married,Male,3143.0,10,7-10 yrs,Q2,1 Low,0,20743.800000000003,0.55
1799,28,Engineering,Software Engineer,1,Travel_Rarely,false,Married,Male,2044.0,5,4-6 yrs,Q1 (lowest),4 Very High,0,13490.400000000001,0.55
1800,39,Engineering,Engineering Director,3,Travel_Rarely,false,Single,Male,13464.0,4,4-6 yrs,Q4 (highest),3 High,0,109058.4,0.6749999999999999
1801,46,Sales,Sales Executive,2,Non-Travel,false,Single,Male,7991.0,2,2-3 yrs,Q3,2 Medium,0,56736.100000000006,0.5916666666666667
1802,40,Engineering,QA / Support Engineer,1,Travel_Rarely,false,Married,Female,3377.0,4,4-6 yrs,Q2,1 Low,0,22288.2,0.55
1803,42,Engineering,Solutions Consultant,2,Travel_Rarely,false,Married,Male,5538.0,0,0-1 yr,Q3,1 Low,0,39319.8,0.5916666666666667
1804,35,Engineering,Platform / DevOps Lead,2,Non-Travel,false,Divorced,Male,5762.0,7,7-10 yrs,Q3,4 Very High,0,40910.2,0.5916666666666667
1805,38,Human Resources,Human Resources,1,Non-Travel,false,Divorced,Male,2592.0,11,10+ yrs,Q1 (lowest),2 Medium,0,17107.2,0.55
1807,34,Engineering,QA / Support Engineer,2,Travel_Frequently,false,Married,Male,5346.0,7,7-10 yrs,Q3,1 Low,1,37956.600000000006,0.5916666666666668
1809,37,Engineering,Platform / DevOps Lead,2,Travel_Rarely,false,Single,Male,4213.0,10,7-10 yrs,Q2,1 Low,1,29912.300000000003,0.5916666666666667
1812,39,Sales,Sales Executive,2,Travel_Frequently,false,Divorced,Male,4127.0,2,2-3 yrs,Q2,4 Very High,0,29301.7,0.5916666666666667
1813,43,Engineering,Software Engineer,1,Non-Travel,false,Single,Male,2438.0,3,2-3 yrs,Q1 (lowest),3 High,0,16090.800000000001,0.55
1814,41,Engineering,Solutions Consultant,2,Travel_Rarely,false,Single,Male,6870.0,3,2-3 yrs,Q3,2 Medium,0,48777.0,0.5916666666666667
1815,41,Sales,Sales Executive,3,Travel_Rarely,true,Divorced,Female,10447.0,22,10+ yrs,Q4 (highest),3 High,0,84620.70000000001,0.675
1816,30,Engineering,Platform / DevOps Lead,3,Travel_Rarely,false,Single,Female,9667.0,7,7-10 yrs,Q4 (highest),3 High,0,78302.70000000001,0.6750000000000002
1818,26,Human Resources,Human Resources,1,Travel_Rarely,true,Married,Female,2148.0,5,4-6 yrs,Q1 (lowest),2 Medium,1,14176.800000000001,0.55
1821,46,Engineering,Solutions Consultant,2,Travel_Rarely,false,Married,Female,8926.0,9,7-10 yrs,Q4 (highest),2 Medium,1,63374.600000000006,0.5916666666666667
1822,40,Engineering,Solutions Consultant,2,Travel_Rarely,false,Divorced,Female,6513.0,5,4-6 yrs,Q3,4 Very High,0,46242.3,0.5916666666666667
1823,34,Sales,Sales Executive,2,Travel_Rarely,false,Married,Male,6799.0,10,7-10 yrs,Q3,3 High,0,48272.9,0.5916666666666667
1824,58,Sales,Manager,4,Non-Travel,false,Divorced,Male,16291.0,16,10+ yrs,Q4 (highest),2 Medium,0,156393.6,0.8
1826,35,Engineering,QA / Support Engineer,1,Travel_Rarely,false,Married,Male,2705.0,5,4-6 yrs,Q1 (lowest),3 High,0,17853.0,0.55
1827,47,Engineering,Platform / DevOps Lead,3,Travel_Rarely,true,Divorced,Female,10333.0,22,10+ yrs,Q4 (highest),2 Medium,0,83697.3,0.675
1829,40,Engineering,Solutions Consultant,2,Travel_Rarely,false,Divorced,Female,4448.0,7,7-10 yrs,Q2,1 Low,0,31580.800000000003,0.5916666666666667
1830,54,Engineering,Software Engineer,2,Travel_Rarely,false,Married,Female,6854.0,7,7-10 yrs,Q3,4 Very High,0,48663.4,0.5916666666666667
1833,31,Sales,Sales Executive,3,Travel_Frequently,false,Married,Female,9637.0,3,2-3 yrs,Q4 (highest),1 Low,0,78059.70000000001,0.6750000000000002
1834,28,Engineering,Software Engineer,1,Travel_Rarely,false,Married,Female,3591.0,3,2-3 yrs,Q2,1 Low,0,23700.6,0.5499999999999999
1835,38,Sales,Sales Representative,2,Travel_Rarely,true,Married,Female,5405.0,4,4-6 yrs,Q3,4 Very High,0,38375.5,0.5916666666666667
1836,26,Sales,Sales Executive,2,Travel_Rarely,false,Single,Male,4684.0,5,4-6 yrs,Q2,4 Very High,0,33256.4,0.5916666666666667
1837,58,Engineering,Engineering Director,4,Travel_Frequently,true,Married,Male,15787.0,2,2-3 yrs,Q4 (highest),3 High,0,151555.2,0.8
1839,18,Engineering,Software Engineer,1,Non-Travel,false,Single,Female,1514.0,0,0-1 yr,Q1 (lowest),3 High,0,9992.400000000001,0.55
1842,31,Human Resources,Human Resources,1,Travel_Rarely,false,Married,Male,2956.0,1,0-1 yr,Q2,1 Low,1,19509.6,0.5499999999999999
1844,29,Human Resources,Human Resources,1,Travel_Rarely,true,Divorced,Male,2335.0,2,2-3 yrs,Q1 (lowest),1 Low,1,15411.0,0.55
1845,45,Sales,Sales Executive,2,Non-Travel,false,Married,Female,5154.0,8,7-10 yrs,Q3,3 High,0,36593.4,0.5916666666666667
1847,36,Engineering,Software Engineer,2,Travel_Rarely,true,Married,Female,6962.0,1,0-1 yr,Q3,2 Medium,0,49430.2,0.5916666666666667
1849,43,Sales,Sales Executive,2,Travel_Frequently,false,Married,Male,5675.0,7,7-10 yrs,Q3,4 Very High,0,40292.5,0.5916666666666667
1850,27,Engineering,QA / Support Engineer,1,Travel_Frequently,true,Single,Female,2379.0,5,4-6 yrs,Q1 (lowest),4 Very High,0,15701.400000000001,0.55
1852,29,Engineering,QA / Support Engineer,1,Travel_Frequently,false,Married,Male,3812.0,11,10+ yrs,Q2,4 Very High,0,25159.2,0.55
1853,32,Sales,Sales Executive,2,Travel_Frequently,false,Single,Male,4648.0,0,0-1 yr,Q2,4 Very High,0,33000.8,0.5916666666666667
1854,42,Engineering,Software Engineer,1,Non-Travel,false,Married,Male,2936.0,6,4-6 yrs,Q2,3 High,0,19377.6,0.5499999999999999
1856,47,Engineering,QA / Support Engineer,1,Travel_Rarely,false,Single,Female,2105.0,2,2-3 yrs,Q1 (lowest),3 High,0,13893.0,0.55
1857,46,Engineering,Platform / DevOps Lead,3,Travel_Rarely,false,Divorced,Male,8578.0,9,7-10 yrs,Q4 (highest),4 Very High,0,69481.8,0.675
1858,28,Human Resources,Human Resources,1,Non-Travel,false,Divorced,Male,2706.0,3,2-3 yrs,Q1 (lowest),4 Very High,0,17859.6,0.5499999999999999
1859,29,Engineering,Solutions Consultant,2,Travel_Rarely,false,Divorced,Male,6384.0,7,7-10 yrs,Q3,3 High,0,45326.4,0.5916666666666667
1860,42,Engineering,QA / Support Engineer,1,Travel_Rarely,false,Single,Male,3968.0,0,0-1 yr,Q2,3 High,0,26188.800000000003,0.55
1862,32,Sales,Sales Executive,2,Travel_Rarely,true,Single,Male,9907.0,2,2-3 yrs,Q4 (highest),2 Medium,1,70339.70000000001,0.5916666666666668
1863,46,Sales,Sales Executive,4,Travel_Rarely,false,Divorced,Female,13225.0,19,10+ yrs,Q4 (highest),1 Low,0,126960.0,0.8
1864,27,Sales,Sales Representative,2,Travel_Rarely,false,Married,Female,3540.0,9,7-10 yrs,Q2,3 High,0,25134.0,0.5916666666666667
1865,29,Human Resources,Human Resources,1,Travel_Rarely,false,Married,Male,2804.0,1,0-1 yr,Q1 (lowest),2 Medium,0,18506.4,0.55
1866,43,Engineering,Manager,5,Travel_Rarely,false,Married,Female,19392.0,16,10+ yrs,Q4 (highest),3 High,0,205555.2,0.8833333333333334
1867,48,Engineering,Engineering Director,5,Travel_Rarely,false,Married,Male,19665.0,22,10+ yrs,Q4 (highest),2 Medium,0,208449.0,0.8833333333333333
1868,29,Engineering,Software Engineer,1,Travel_Frequently,true,Single,Male,2439.0,1,0-1 yr,Q1 (lowest),4 Very High,1,16097.400000000001,0.55
1869,46,Sales,Sales Executive,3,Travel_Rarely,false,Married,Female,7314.0,8,7-10 yrs,Q3,2 Medium,1,59243.4,0.675
1870,27,Engineering,Software Engineer,1,Travel_Frequently,false,Married,Female,4774.0,7,7-10 yrs,Q2,1 Low,0,31508.4,0.55
1871,39,Engineering,Software Engineer,2,Travel_Rarely,false,Divorced,Male,3902.0,2,2-3 yrs,Q2,4 Very High,0,27704.2,0.5916666666666667
1873,55,Engineering,Software Engineer,1,Travel_Rarely,false,Married,Male,2662.0,5,4-6 yrs,Q1 (lowest),4 Very High,0,17569.2,0.55
1875,28,Sales,Sales Representative,1,Travel_Rarely,false,Married,Female,2856.0,1,0-1 yr,Q1 (lowest),2 Medium,0,18849.6,0.5499999999999999
1876,30,Sales,Sales Representative,1,Travel_Rarely,false,Single,Male,1081.0,1,0-1 yr,Q1 (lowest),4 Very High,1,7134.6,0.55
1878,22,Engineering,Software Engineer,1,Travel_Rarely,true,Single,Male,2472.0,1,0-1 yr,Q1 (lowest),2 Medium,1,16315.2,0.55
1880,36,Sales,Sales Executive,2,Travel_Rarely,true,Married,Female,5673.0,10,7-10 yrs,Q3,3 High,0,40278.3,0.5916666666666667
1881,31,Engineering,QA / Support Engineer,2,Travel_Rarely,false,Divorced,Male,4197.0,10,7-10 yrs,Q2,3 High,0,29798.7,0.5916666666666667
1882,34,Sales,Sales Executive,3,Travel_Rarely,true,Married,Male,9713.0,5,4-6 yrs,Q4 (highest),4 Very High,0,78675.3,0.675
1883,29,Engineering,QA / Support Engineer,1,Travel_Rarely,false,Single,Male,2062.0,3,2-3 yrs,Q1 (lowest),1 Low,0,13609.2,0.55
1885,37,Engineering,Software Engineer,2,Travel_Rarely,true,Married,Male,4284.0,5,4-6 yrs,Q2,1 Low,0,30416.4,0.5916666666666667
1886,35,Engineering,Platform / DevOps Lead,2,Travel_Rarely,true,Married,Female,4788.0,3,2-3 yrs,Q2,2 Medium,0,33994.8,0.5916666666666667
1888,45,Engineering,Platform / DevOps Lead,2,Travel_Rarely,false,Married,Female,5906.0,9,7-10 yrs,Q3,4 Very High,0,41932.600000000006,0.5916666666666668
1890,36,Human Resources,Human Resources,2,Travel_Frequently,false,Single,Male,3886.0,10,7-10 yrs,Q2,4 Very High,0,27590.6,0.5916666666666667
1892,40,Engineering,Manager,4,Travel_Rarely,false,Divorced,Male,16823.0,19,10+ yrs,Q4 (highest),1 Low,0,161500.8,0.7999999999999999
1893,26,Engineering,Software Engineer,1,Travel_Rarely,true,Married,Female,2933.0,1,0-1 yr,Q2,3 High,0,19357.800000000003,0.55
1898,27,Sales,Sales Executive,2,Travel_Rarely,false,Single,Female,6500.0,8,7-10 yrs,Q3,3 High,0,46150.0,0.5916666666666667
1900,48,Engineering,Manager,4,Travel_Frequently,false,Divorced,Female,17174.0,22,10+ yrs,Q4 (highest),4 Very High,0,164870.40000000002,0.8000000000000002
1903,44,Engineering,Solutions Consultant,2,Travel_Rarely,false,Married,Male,5033.0,2,2-3 yrs,Q3,1 Low,0,35734.3,0.5916666666666667
1905,34,Engineering,Software Engineer,1,Non-Travel,true,Married,Male,2307.0,5,4-6 yrs,Q1 (lowest),1 Low,1,15226.2,0.55
1907,56,Engineering,QA / Support Engineer,1,Travel_Rarely,false,Single,Male,2587.0,4,4-6 yrs,Q1 (lowest),4 Very High,1,17074.2,0.55
1908,36,Sales,Sales Executive,2,Travel_Rarely,false,Married,Male,5507.0,4,4-6 yrs,Q3,2 Medium,0,39099.7,0.5916666666666667
1909,41,Sales,Sales Executive,2,Travel_Rarely,false,Married,Female,4393.0,5,4-6 yrs,Q2,2 Medium,0,31190.300000000003,0.5916666666666667
1911,42,Engineering,Engineering Director,3,Travel_Rarely,false,Married,Male,13348.0,13,10+ yrs,Q4 (highest),1 Low,0,108118.8,0.675
1912,31,Sales,Sales Executive,2,Travel_Rarely,true,Divorced,Female,6583.0,5,4-6 yrs,Q3,4 Very High,0,46739.3,0.5916666666666667
1915,34,Sales,Sales Executive,2,Travel_Rarely,true,Married,Female,8103.0,4,4-6 yrs,Q3,4 Very High,0,57531.3,0.5916666666666667
1916,31,Engineering,QA / Support Engineer,1,Travel_Rarely,false,Divorced,Female,3978.0,2,2-3 yrs,Q2,3 High,0,26254.800000000003,0.55
1918,26,Engineering,QA / Support Engineer,1,Travel_Frequently,false,Married,Male,2544.0,7,7-10 yrs,Q1 (lowest),4 Very High,0,16790.4,0.55
1922,45,Engineering,Solutions Consultant,2,Travel_Frequently,false,Single,Male,5399.0,4,4-6 yrs,Q3,3 High,0,38332.9,0.5916666666666667
1924,33,Sales,Sales Executive,2,Travel_Rarely,false,Single,Male,5487.0,10,7-10 yrs,Q3,3 High,0,38957.7,0.5916666666666667
1927,28,Sales,Sales Executive,2,Travel_Frequently,true,Married,Male,6834.0,7,7-10 yrs,Q3,4 Very High,0,48521.4,0.5916666666666667
1928,29,Sales,Sales Representative,1,Travel_Frequently,false,Single,Male,1091.0,1,0-1 yr,Q1 (lowest),1 Low,1,7200.6,0.55
1929,39,Sales,Sales Executive,2,Non-Travel,false,Married,Female,5736.0,3,2-3 yrs,Q3,3 High,0,40725.600000000006,0.5916666666666668
1931,27,Engineering,Software Engineer,1,Travel_Rarely,false,Married,Male,2226.0,5,4-6 yrs,Q1 (lowest),2 Medium,0,14691.6,0.55
1932,34,Engineering,Software Engineer,2,Travel_Frequently,true,Married,Male,5747.0,15,10+ yrs,Q3,4 Very High,0,40803.7,0.5916666666666667
1933,28,Sales,Sales Executive,2,Travel_Rarely,true,Single,Female,9854.0,2,2-3 yrs,Q4 (highest),3 High,1,69963.4,0.5916666666666666
1934,47,Engineering,Software Engineer,2,Non-Travel,false,Married,Male,5467.0,8,7-10 yrs,Q3,2 Medium,0,38815.7,0.5916666666666667
1935,56,Sales,Sales Executive,2,Travel_Rarely,false,Married,Female,5380.0,0,0-1 yr,Q3,1 Low,0,38198.0,0.5916666666666667
1936,39,Engineering,Platform / DevOps Lead,2,Travel_Rarely,false,Married,Male,5151.0,10,7-10 yrs,Q3,1 Low,0,36572.100000000006,0.5916666666666668
1937,38,Engineering,Software Engineer,2,Travel_Frequently,true,Divorced,Female,2133.0,20,10+ yrs,Q1 (lowest),2 Medium,0,15144.300000000001,0.5916666666666667
1938,58,Sales,Manager,4,Travel_Rarely,true,Married,Female,17875.0,1,0-1 yr,Q4 (highest),4 Very High,0,171600.0,0.8
1939,32,Engineering,Software Engineer,1,Travel_Frequently,true,Single,Female,2432.0,4,4-6 yrs,Q1 (lowest),3 High,1,16051.2,0.55
1940,38,Engineering,Software Engineer,1,Travel_Rarely,false,Divorced,Male,4771.0,5,4-6 yrs,Q2,4 Very High,0,31488.600000000002,0.55
1941,49,Engineering,Engineering Director,5,Travel_Frequently,false,Married,Male,19161.0,5,4-6 yrs,Q4 (highest),4 Very High,0,203106.6,0.8833333333333333
1943,42,Sales,Sales Executive,2,Travel_Rarely,true,Divorced,Male,5087.0,0,0-1 yr,Q3,4 Very High,0,36117.7,0.5916666666666667
1944,27,Human Resources,Human Resources,1,Travel_Frequently,false,Married,Female,2863.0,1,0-1 yr,Q1 (lowest),2 Medium,1,18895.800000000003,0.55
1945,35,Sales,Sales Executive,2,Travel_Rarely,false,Married,Male,5561.0,5,4-6 yrs,Q3,1 Low,0,39483.100000000006,0.5916666666666668
1947,28,Engineering,Software Engineer,1,Non-Travel,false,Single,Male,2144.0,5,4-6 yrs,Q1 (lowest),3 High,0,14150.400000000001,0.55
1948,31,Engineering,Software Engineer,1,Non-Travel,true,Divorced,Male,3065.0,4,4-6 yrs,Q2,1 Low,0,20229.0,0.55
1949,36,Engineering,QA / Support Engineer,1,Non-Travel,false,Married,Male,2810.0,5,4-6 yrs,Q1 (lowest),2 Medium,0,18546.0,0.55
1950,34,Sales,Sales Executive,3,Travel_Rarely,false,Single,Male,9888.0,14,10+ yrs,Q4 (highest),4 Very High,0,80092.8,0.675
1951,34,Sales,Sales Executive,3,Travel_Rarely,false,Divorced,Male,8628.0,8,7-10 yrs,Q4 (highest),3 High,0,69886.8,0.675
1952,26,Engineering,QA / Support Engineer,1,Travel_Rarely,false,Single,Male,2867.0,7,7-10 yrs,Q1 (lowest),1 Low,0,18922.2,0.55
1954,29,Engineering,Solutions Consultant,2,Travel_Rarely,false,Married,Male,5373.0,5,4-6 yrs,Q3,1 Low,0,38148.3,0.5916666666666667
1955,32,Engineering,Solutions Consultant,2,Non-Travel,false,Divorced,Female,6667.0,5,4-6 yrs,Q3,4 Very High,0,47335.7,0.5916666666666667
1956,31,Engineering,Software Engineer,2,Travel_Frequently,false,Married,Male,5003.0,10,7-10 yrs,Q3,1 Low,0,35521.3,0.5916666666666667
1960,28,Engineering,QA / Support Engineer,1,Travel_Rarely,false,Divorced,Male,2367.0,4,4-6 yrs,Q1 (lowest),4 Very High,1,15622.2,0.55
1961,38,Sales,Sales Representative,1,Travel_Rarely,false,Single,Male,2858.0,1,0-1 yr,Q1 (lowest),1 Low,0,18862.800000000003,0.55
1962,35,Sales,Sales Executive,2,Travel_Rarely,true,Married,Female,5204.0,10,7-10 yrs,Q3,4 Very High,0,36948.4,0.5916666666666667
1965,27,Sales,Sales Executive,2,Travel_Rarely,false,Single,Male,4105.0,7,7-10 yrs,Q2,4 Very High,0,29145.5,0.5916666666666667
1966,32,Engineering,Platform / DevOps Lead,2,Travel_Rarely,false,Single,Male,9679.0,1,0-1 yr,Q4 (highest),4 Very High,0,68720.9,0.5916666666666666
1967,31,Sales,Sales Executive,2,Travel_Frequently,true,Married,Male,5617.0,10,7-10 yrs,Q3,4 Very High,1,39880.7,0.5916666666666667
1968,53,Sales,Sales Executive,3,Travel_Rarely,true,Single,Male,10448.0,2,2-3 yrs,Q4 (highest),1 Low,1,84628.8,0.675
1969,54,Engineering,Software Engineer,2,Travel_Rarely,false,Married,Female,2897.0,4,4-6 yrs,Q1 (lowest),3 High,0,20568.7,0.5916666666666667
1970,33,Engineering,Solutions Consultant,2,Travel_Frequently,false,Divorced,Male,5968.0,9,7-10 yrs,Q3,3 High,0,42372.8,0.5916666666666667
1971,43,Engineering,Solutions Consultant,3,Travel_Rarely,false,Married,Male,7510.0,10,7-10 yrs,Q3,3 High,0,60831.0,0.675
1972,38,Human Resources,Human Resources,1,Travel_Frequently,true,Married,Male,2991.0,6,4-6 yrs,Q2,2 Medium,0,19740.6,0.5499999999999999
1973,55,Human Resources,Manager,5,Travel_Rarely,true,Married,Male,19636.0,10,7-10 yrs,Q4 (highest),2 Medium,0,208141.6,0.8833333333333333
1974,31,Engineering,QA / Support Engineer,1,Travel_Rarely,true,Divorced,Female,1129.0,1,0-1 yr,Q1 (lowest),4 Very High,0,7451.400000000001,0.55
1975,39,Sales,Sales Executive,4,Travel_Rarely,false,Single,Male,13341.0,20,10+ yrs,Q4 (highest),1 Low,0,128073.6,0.8
1976,42,Engineering,Software Engineer,2,Non-Travel,false,Single,Male,4332.0,20,10+ yrs,Q2,3 High,0,30757.2,0.5916666666666667
1979,31,Engineering,Engineering Director,3,Non-Travel,false,Married,Female,11031.0,11,10+ yrs,Q4 (highest),3 High,0,89351.1,0.675
1980,54,Engineering,Platform / DevOps Lead,2,Travel_Rarely,true,Single,Female,4440.0,5,4-6 yrs,Q2,1 Low,0,31524.0,0.5916666666666667
1981,24,Engineering,Solutions Consultant,2,Travel_Rarely,false,Single,Male,4617.0,4,4-6 yrs,Q2,3 High,0,32780.7,0.5916666666666666
1982,23,Engineering,QA / Support Engineer,1,Travel_Rarely,false,Single,Male,2647.0,5,4-6 yrs,Q1 (lowest),4 Very High,0,17470.2,0.55
1985,40,Engineering,QA / Support Engineer,2,Travel_Frequently,false,Married,Female,6323.0,10,7-10 yrs,Q3,3 High,0,44893.3,0.5916666666666667
1986,40,Sales,Sales Executive,2,Travel_Rarely,false,Married,Female,5677.0,11,10+ yrs,Q3,2 Medium,0,40306.7,0.5916666666666667
1987,25,Human Resources,Human Resources,1,Travel_Rarely,false,Married,Female,2187.0,2,2-3 yrs,Q1 (lowest),2 Medium,0,14434.2,0.55
1989,30,Engineering,QA / Support Engineer,1,Travel_Rarely,false,Married,Male,3748.0,12,10+ yrs,Q2,2 Medium,0,24736.800000000003,0.55
1992,25,Engineering,QA / Support Engineer,1,Travel_Rarely,true,Divorced,Male,3977.0,2,2-3 yrs,Q2,3 High,0,26248.2,0.55
1993,47,Engineering,Solutions Consultant,3,Travel_Rarely,false,Single,Male,8633.0,17,10+ yrs,Q4 (highest),3 High,0,69927.3,0.675
1994,33,Engineering,QA / Support Engineer,1,Non-Travel,false,Divorced,Male,2008.0,1,0-1 yr,Q1 (lowest),3 High,0,13252.8,0.5499999999999999
1995,38,Sales,Sales Executive,2,Travel_Rarely,false,Married,Male,4440.0,15,10+ yrs,Q2,2 Medium,0,31524.0,0.5916666666666667
1996,31,Sales,Sales Representative,1,Travel_Rarely,false,Married,Male,3067.0,2,2-3 yrs,Q2,3 High,0,20242.2,0.55
1997,38,Engineering,Platform / DevOps Lead,2,Travel_Frequently,false,Married,Male,5321.0,8,7-10 yrs,Q3,3 High,0,37779.100000000006,0.5916666666666668
1998,42,Engineering,Software Engineer,2,Travel_Rarely,true,Divorced,Male,5410.0,4,4-6 yrs,Q3,1 Low,0,38411.0,0.5916666666666667
1999,41,Engineering,Software Engineer,1,Travel_Rarely,false,Married,Male,2782.0,5,4-6 yrs,Q1 (lowest),4 Very High,0,18361.2,0.55
2000,47,Engineering,Engineering Director,3,Non-Travel,false,Married,Female,11957.0,13,10+ yrs,Q4 (highest),2 Medium,0,96851.70000000001,0.675
2003,35,Engineering,QA / Support Engineer,1,Travel_Rarely,true,Married,Male,2660.0,2,2-3 yrs,Q1 (lowest),3 High,0,17556.0,0.55
2007,22,Engineering,Software Engineer,1,Travel_Rarely,false,Single,Male,3375.0,3,2-3 yrs,Q2,3 High,0,22275.0,0.55
2008,35,Engineering,Software Engineer,2,Travel_Rarely,false,Single,Male,5098.0,10,7-10 yrs,Q3,3 High,0,36195.8,0.5916666666666667
2009,33,Engineering,Solutions Consultant,2,Travel_Rarely,true,Married,Female,4878.0,9,7-10 yrs,Q2,4 Very High,0,34633.8,0.5916666666666667
2010,32,Engineering,QA / Support Engineer,1,Travel_Rarely,false,Single,Female,2837.0,6,4-6 yrs,Q1 (lowest),2 Medium,0,18724.2,0.55
2012,40,Engineering,QA / Support Engineer,1,Travel_Rarely,false,Married,Male,2406.0,1,0-1 yr,Q1 (lowest),4 Very High,0,15879.6,0.55
2013,32,Sales,Sales Representative,1,Travel_Rarely,false,Married,Male,2269.0,2,2-3 yrs,Q1 (lowest),2 Medium,0,14975.400000000001,0.55
2014,39,Engineering,Software Engineer,2,Travel_Rarely,false,Single,Male,4108.0,7,7-10 yrs,Q2,4 Very High,0,29166.800000000003,0.5916666666666667
2015,38,Engineering,Engineering Director,3,Travel_Rarely,false,Married,Female,13206.0,18,10+ yrs,Q4 (highest),3 High,0,106968.6,0.675
2016,32,Sales,Sales Executive,3,Travel_Rarely,false,Married,Female,10422.0,14,10+ yrs,Q4 (highest),4 Very High,0,84418.20000000001,0.675
2017,37,Engineering,Engineering Director,3,Travel_Rarely,true,Married,Female,13744.0,16,10+ yrs,Q4 (highest),4 Very High,0,111326.4,0.6749999999999999
2018,25,Sales,Sales Executive,2,Travel_Rarely,true,Divorced,Female,4907.0,5,4-6 yrs,Q2,3 High,0,34839.7,0.5916666666666666
2019,52,Sales,Sales Representative,1,Non-Travel,false,Divorced,Male,3482.0,9,7-10 yrs,Q2,4 Very High,0,22981.2,0.55
2020,44,Engineering,Software Engineer,1,Travel_Rarely,true,Single,Male,2436.0,4,4-6 yrs,Q1 (lowest),4 Very High,0,16077.6,0.55
2021,21,Sales,Sales Representative,1,Travel_Rarely,true,Single,Male,2380.0,2,2-3 yrs,Q1 (lowest),1 Low,0,15708.0,0.55
2022,39,Engineering,Manager,5,Non-Travel,false,Single,Male,19431.0,6,4-6 yrs,Q4 (highest),4 Very High,0,205968.6,0.8833333333333333
2023,23,Sales,Sales Representative,1,Travel_Frequently,false,Married,Male,1790.0,1,0-1 yr,Q1 (lowest),1 Low,1,11814.0,0.55
2024,36,Sales,Sales Executive,3,Travel_Rarely,false,Married,Female,7644.0,9,7-10 yrs,Q3,4 Very High,0,61916.4,0.675
